,No.,GaodeLng,GaodeLat,housing_price,compact,open,large_low_rise,UGS,Distance,T20200518,T20210725,T20210324,T20191002,T20190904,T20221020,T20190306,T20230809,T20211221,T20191031,T20220522,T20200610,T20210505,T20200129,T20220410,T20220628,T20220406,T20200202,T20221125,T20230412,T20220611,T20210427,T20230408,T20211125,T20190707,T20220505,T20220702,T20230804,T20190610,T20191018,T20210212,T20210613,T20230915,T20210530,T20210501,T20190815,T20220928,T20200902,T20220501,T20220530,T20220526,T20230612,T20210328,T20200324,District_id,Dist_1,Dist_2,Dist_3,Dist_4,Dist_5,Dist_6,Dist_7,Dist_8
461,462,113.6474727,34.75011332,1.564831114,71.39301464,8.167801077,19.95891283,3.199354429,1.136613754,22.16617876,,14.50886318,34.21613932,29.41620723,25.30452714,,36.87033844,19.4736095,,31.68926376,35.61975387,21.94578258,,35.39863129,40.05049834,25.40044667,15.52714813,17.42094949,,29.98793985,30.88318486,18.22294706,14.08851425,30.21163101,24.72899952,34.15763149,52.30107019,,13.17316339,9.850649926,,26.6550059,43.64617995,27.55500679,35.95222727,36.46758567,33.43184128,23.62118682,45.01342368,37.73272196,31.39584464,18.54882723,22.17315021,3,0,0,1,0,0,0,0,0
462,463,113.6561774,34.74683055,0.337160277,66.60633868,0.809295778,30.49314358,2.019259479,0.793419195,21.305931,,14.561829,35.75452748,29.80491325,26.06925678,10.95333862,36.60817704,19.68481658,,31.52864772,37.27286401,21.55225544,11.95500183,35.02789345,40.94342514,26.30775585,15.23367599,16.94375687,,29.97360092,31.40629185,,13.27385262,30.13459302,24.17161326,35.40532462,55.1843589,,12.3639284,,,26.24561016,45.07176698,28.02233253,36.95095767,37.33272355,33.73491318,23.97314991,45.76838074,37.76019173,32.10647723,21.68484919,21.82456352,3,0,0,1,0,0,0,0,0
463,464,113.6524436,34.75784753,0.849828209,90.85137986,7.32937931,1.819240246,2.179880858,0.77944621,21.8269876,,14.86316779,35.55549006,29.2350673,26.5967556,10.15021966,36.13569052,20.08208173,,31.92384252,36.76635704,22.11361031,,35.8387713,39.80554051,25.76652802,15.64393056,17.49336119,,31.13991912,30.70740248,20.26167806,14.39444959,29.40714828,24.18546147,34.39772729,53.31598297,,12.63787313,9.492925045,13.18440552,26.34189419,43.3905083,27.27688179,36.15284578,37.54903058,33.68848208,23.90507218,45.89742735,37.8759686,31.14698878,17.45605682,22.37925758,3,0,0,1,0,0,0,0,0
464,465,113.6487268,34.75871846,0.657979274,94.46989954,5.530101149,0.0,3.689408811,1.115508085,21.75390491,,14.30947916,34.91866068,29.75486713,27.20538006,10.59625721,36.38600952,19.86723855,,31.83975754,36.37595609,22.30937465,10.82733968,36.02288246,40.58132704,25.77037987,15.7338519,17.46069108,,31.06354191,31.73447887,20.62708152,13.95391226,29.92826663,24.70317315,34.52949387,53.68096924,,12.63286298,9.580140381,13.47400411,26.35155588,44.03151468,28.09238071,36.49014179,37.09050452,34.13036483,24.07050743,46.59342454,37.94862995,31.12925758,17.12091342,22.44725761,3,0,0,1,0,0,0,0,0
465,466,113.6531374,34.75881927,0.356588963,82.1126365,15.44475738,2.090837598,7.871904874,0.804999312,21.70000656,,14.78669903,35.37588838,29.00069749,26.31111654,10.12311967,36.27593429,19.88988125,,31.72488194,36.38271001,22.02416916,,35.46801872,39.49272437,25.39975586,15.6344365,17.34044197,,31.1155172,30.29904614,20.65800781,14.41897726,29.25164142,24.17026285,34.19390581,53.13643755,,12.63089806,9.454672445,13.20032821,26.22229343,42.77981776,26.99775715,35.9175536,37.27730191,33.31874425,23.84317229,45.44039076,37.25457387,30.94000746,17.75000968,22.18443743,3,0,0,1,0,0,0,0,0
466,467,113.6617738,34.71624486,0.537078998,64.86808898,32.40746761,2.724444411,11.39539642,4.145736052,21.48318643,,,33.52409353,28.70938206,25.93882458,9.803295161,35.85428088,19.16803205,,30.728516,35.62206339,21.23570271,11.31666946,36.20616033,38.96346528,24.60355039,16.0581074,16.93289952,9.614003372,28.63760241,26.01742765,20.5206829,13.97497407,29.2849123,24.17383472,33.73497417,50.21164874,,12.76513042,,,27.16660947,42.23962769,26.1556858,35.94538212,34.93488216,32.53478543,23.92642626,42.3674898,36.40019524,29.91819559,21.97286261,21.70275817,3,0,0,1,0,0,0,0,0
467,468,113.6453924,34.73790212,0.859042512,96.86288727,2.091420722,1.045691799,6.543080088,2.145653201,22.45752686,,14.2997365,35.23250675,29.78938455,25.07852474,10.44686141,36.19320699,20.15063,,31.83588009,36.64051125,22.35375519,11.94368864,35.88396891,40.46050568,25.33235131,16.29975605,17.21864809,9.31887552,,31.3892858,,14.52266316,30.57259849,24.77504673,34.26563072,52.75152218,,13.12975502,9.480009291,,27.41136377,43.08273399,27.45286247,36.84654952,36.45292828,34.03830666,24.77538242,44.98183052,37.98463058,31.32213116,22.5951913,22.09792849,3,0,0,1,0,0,0,0,0
468,469,113.6387796,34.74689745,0.872389403,57.39216913,37.73279664,2.59695994,9.660362641,2.007609328,21.78170469,,,33.56145338,28.85497429,25.16813011,10.49159875,36.66600778,19.10228488,,30.96093693,33.90212735,21.44901214,,36.07636945,39.30149222,24.18938565,16.54459751,17.25556155,,29.02975674,29.84258515,18.21113186,14.25875664,29.44267529,24.37937348,33.44457348,50.32339995,,12.86825638,9.350007571,,26.66430915,41.09238154,26.22087003,35.94138107,34.98204411,32.3791469,23.4513994,42.58132666,36.15288239,30.67456267,20.08368937,21.81219316,3,0,0,1,0,0,0,0,0
469,470,113.6271443,34.74110462,0.663561233,55.30940643,40.24604102,1.319640889,13.76298077,3.241612507,22.205868,,,34.08000507,29.0140413,27.11510373,10.722552,37.96370415,19.69572003,,31.03400688,36.0034255,21.75579316,11.69490394,33.55475597,39.63103133,24.72557589,16.07313737,17.270508,9.47969084,28.25590241,29.40661064,20.97544105,14.33482059,29.58475552,24.69857826,33.58473525,51.11803924,37.47000122,13.27650547,9.578746871,,27.14570115,42.93790709,26.70421999,36.71189122,36.0500061,33.71150176,24.26924751,43.99914212,36.51705031,30.16642745,20.93340124,22.128246,3,0,0,1,0,0,0,0,0
470,471,113.6300779,34.74061604,0.664087142,57.8032678,36.2043562,2.230220388,12.96255701,3.025981709,22.10540214,,,34.52391858,29.27029375,26.74924517,10.77981779,37.64517843,19.98736361,,31.07868564,36.71247448,22.00279023,11.59757336,33.64975715,39.39662147,24.79825687,15.82846774,17.34032052,9.66070879,28.15221263,30.68690973,20.40490224,14.41956449,29.92468957,24.8262558,33.64255539,51.14689136,,13.147756,9.780160053,,27.01375618,42.99139001,26.8121455,36.57186928,36.15758368,33.59672621,24.69755468,44.07175617,36.71447943,30.09564292,20.6844353,21.89641669,3,0,0,1,0,0,0,0,0
471,472,113.6362827,34.74129402,1.075110241,51.86553437,42.90596433,2.091399814,8.840200633,2.498147792,21.68180603,,,34.0575375,28.68459795,25.06325588,10.48690095,36.66778263,19.33617806,,30.77000456,35.71439268,21.56723752,11.4747885,34.94138203,38.9444385,24.11713123,16.27013181,17.13725662,9.654401855,27.4480069,30.21128728,17.39978412,14.44938385,29.29325657,24.39650284,33.15063496,50.44204172,,13.01277343,9.817760234,,27.02707473,42.11913366,26.1657306,35.96563187,35.01113796,32.77490803,23.95485104,42.79485098,35.79466123,30.10255502,20.73025761,21.63546087,3,0,0,1,0,0,0,0,0
472,473,113.6281414,34.73888745,1.755533607,74.14940224,19.24979862,3.137257904,8.688866443,3.274216801,22.36040015,,,34.51365403,29.66131105,27.12412317,10.82094915,38.30515821,19.97557377,,31.4464629,37.37497531,22.26245808,11.5314561,34.24925537,40.35830304,25.22538166,15.27220372,17.1916193,9.993607231,28.32239316,30.77166301,21.28426724,14.05263081,30.39671591,25.1344499,34.27240702,52.30145838,40.23435377,13.1248501,9.582629776,,27.29253668,43.54371672,27.18714952,37.21835965,36.44713135,33.90504517,25.08825722,44.81600685,37.44157899,31.07144952,20.74648242,22.28800678,3,0,0,1,0,0,0,0,0
473,474,113.6235768,34.74473863,1.300739264,31.67953707,64.95146268,3.13690276,17.28447323,3.4030681,21.7468724,,,33.75000433,27.96504653,26.87264784,10.32329829,36.20640584,18.84924703,,30.50082378,34.63390518,20.95450687,,32.68513126,39.03176611,24.13403052,16.67672082,17.13563118,9.072096184,28.45317194,27.48359719,21.06426247,14.40823442,28.72858748,24.02342101,32.70862028,49.69677547,,13.09762917,9.378006417,,26.76000576,41.13252076,25.62716562,35.91975555,35.58613071,33.38938141,23.34663048,42.64329741,35.22013198,29.37082158,22.10572882,21.78304416,3,0,0,1,0,0,0,0,0
474,475,113.6364445,34.74173933,0.797005682,48.31726009,46.16790073,2.392905788,9.167315376,2.459056302,21.55772929,,,33.80901322,28.64875641,25.01554074,10.48690095,36.88520508,19.25288048,,30.68193007,35.36309703,21.48652639,11.46692912,35.06044649,38.78980355,24.0318579,16.36610672,17.16633587,9.659715053,27.4553768,30.02911937,17.43653101,14.43262959,29.16000652,24.32228417,33.03609263,49.98232733,,12.97469754,9.829529535,,26.96950436,41.79409038,26.02308856,35.73741319,34.90987628,32.56592451,23.77963123,42.53025328,35.63609475,29.9621854,20.68130632,21.60257801,3,0,0,1,0,0,0,0,0
475,476,113.6459537,34.74585027,0.552001858,75.14015185,8.38448616,16.47536304,3.154983756,1.480907322,22.37532256,,14.58969867,34.65500565,29.45588112,25.1493774,10.756448,37.06562594,19.81410473,,31.77000821,35.7811457,22.14013062,,35.02300568,40.38145403,25.22208198,16.34131011,17.44763069,,29.95590785,30.65678923,17.63831365,14.47717515,30.29875622,24.87118223,34.44114492,52.56707962,,13.43554054,9.531544221,,26.91988144,43.10218731,27.45325623,37.07456449,36.38748425,33.47600686,24.18338242,44.66225586,37.73700752,31.76646211,19.45353474,22.22408059,3,0,0,1,0,0,0,0,0
476,477,113.6383165,34.74475933,1.124679904,58.19594287,39.76970568,2.034350655,8.46616382,2.144052075,21.6908578,,,33.45126496,28.73478689,24.90412979,10.46758972,36.80786351,19.11733611,,30.73252072,33.76932232,21.39138871,11.34500885,35.68377289,39.01647179,23.94205508,16.54633495,17.26044137,,28.4067895,29.74863052,17.47100677,14.45050855,29.18734606,24.31469764,33.23049908,50.0946911,,12.86384227,9.410916878,,26.73127873,40.95150158,26.04185768,35.71667173,34.68370549,32.12796425,23.41375675,42.32556171,35.7437582,30.35497497,20.40061764,21.72333922,3,0,0,1,0,0,0,0,0
477,478,113.6290112,34.74093223,0.840846968,56.52625933,37.6609009,1.813713523,14.50532415,3.096344807,22.11478139,,,34.30409423,29.2390969,27.01535559,10.78899374,37.83111403,19.99559523,,31.05075244,36.41398151,21.92774224,11.65594387,33.58570166,39.47863923,24.7523819,15.88868265,17.35365343,9.606111872,28.20145316,30.41325359,20.61102544,14.41919741,29.86538105,24.86454024,33.67359261,51.28371528,,13.19843374,9.719056958,,27.01491139,43.01340259,26.8370875,36.67616877,36.18288078,33.69000474,24.65435545,44.04400597,36.68038631,30.046899,20.7907592,21.98338269,3,0,0,1,0,0,0,0,0
478,479,113.6277677,34.74072015,0.889902579,58.43915059,36.55656514,1.867215002,13.07758119,3.208737208,22.1906999,,,34.1603759,29.16833928,27.24621442,10.77138937,38.11421605,19.85249016,,31.06538219,36.29313278,21.88532325,11.67759178,33.61472657,39.7255612,24.84595615,15.89142251,17.29516199,9.55899241,28.24169327,29.84975101,21.0026783,14.31547158,29.77747374,24.84684155,33.76580368,51.38554294,38.743337,13.25675583,9.618271891,,27.15286179,43.1328633,26.85201854,36.78914087,36.15491183,33.7650404,24.5542572,44.26400642,36.68635857,30.27309929,20.90325451,22.11758442,3,0,0,1,0,0,0,0,0
479,480,113.6414351,34.74207582,0.788488158,77.63109893,18.79807423,2.962635245,5.38382353,2.06317041,21.9787826,,14.14862692,34.15775547,29.54457431,24.29584479,10.63075619,36.19202077,19.94400578,,31.04120123,35.1658927,22.09512959,12.41000366,35.57000637,40.51473014,24.48671404,16.59534734,17.20416791,9.480014801,28.34104025,30.66564991,15.77572051,14.50538044,29.9961319,24.55270458,34.01398141,52.70296817,,13.1926473,9.541618101,,27.12788086,42.72353051,27.02688141,36.90642557,35.43528589,33.49662219,24.34416834,43.94088154,36.56575871,31.34128786,21.73695632,21.85095912,3,0,0,1,0,0,0,0,0
480,481,113.6365366,34.73925064,0.58043892,72.88203745,21.88946101,2.091399814,5.524524007,2.609921599,22.06140594,,,34.53151583,29.08570379,25.08595527,10.51327668,36.56596697,19.63987999,,31.13975864,36.88221202,21.95981859,11.45300598,34.53538322,39.81206277,24.47951253,15.95190468,16.91931383,9.845558826,27.46173148,30.88740289,18.01070873,14.39720921,29.93671507,24.68611717,33.70155837,51.73418048,,13.11463032,9.715951043,,27.20900517,42.88038063,26.63696422,36.55200748,35.32937699,33.3101812,24.490876,43.79800606,36.63522415,30.60578037,21.13222928,21.84420474,3,0,0,1,0,0,0,0,0
481,482,113.6472622,34.7398369,1.427006748,95.57959014,2.091420722,2.328987958,5.735559037,1.871311679,22.32347057,,14.39689161,35.11150665,29.7062561,25.3758089,10.41541927,36.53178677,19.88093709,,31.79088607,36.58417901,22.20528455,,35.77658776,40.41138039,25.37127125,16.31617982,17.19050655,8.991524998,30.07533976,31.10026909,,14.54388046,30.45000534,24.67134979,34.3193062,52.698598,,13.204848,9.355150495,,27.26950304,42.71432016,27.40588226,36.9789373,36.32059344,33.60836965,24.46075668,44.91745905,37.85932306,31.5753809,22.09485072,21.96683393,3,0,0,1,0,0,0,0,0
482,483,113.655251,34.71814542,0.786404752,61.02290024,29.7425462,9.234552504,9.220463806,3.944279544,21.50503851,,,34.78665161,29.27286411,25.15377961,10.14231591,37.11182558,19.99433714,,30.94497412,36.53041159,21.7696257,10.63844442,35.76447109,39.70051927,25.19350491,16.98210815,16.7600672,9.847024858,28.58518495,29.62013341,21.17693608,13.82698702,30.0447827,25.20188141,34.14923683,51.34029134,,12.77088765,9.05375735,,26.64045181,42.86886655,26.6920191,36.59650593,35.99906336,32.96698593,24.47293557,43.30727164,37.38414536,30.21813202,22.7520766,21.72535139,3,0,0,1,0,0,0,0,0
483,484,113.6542121,34.71544597,1.236527603,58.9907234,28.22584584,12.78343214,7.655861517,4.251793265,21.52688141,,,34.54148771,29.15875816,25.85497516,10.15919701,37.07471331,19.51538029,,30.89568677,36.36747335,21.55050318,10.6312019,35.89557503,39.47782565,25.06123898,16.54937744,16.48275661,9.824821566,28.52451778,29.02279122,21.09325899,13.58238125,30.00304403,24.99882649,34.06633536,51.05328631,,12.65893747,8.974451701,,26.84090345,42.45516334,26.55994132,36.33874029,35.69227053,32.92478763,24.27178936,43.31812992,37.40291624,30.38860596,22.58715123,21.69224084,3,0,0,1,0,0,0,0,0
484,485,113.6526195,34.70820088,1.085717972,62.77492444,11.82586043,24.35310771,6.713784739,5.067121042,21.66899302,,,33.96912065,28.92220801,25.50875645,,35.20823939,19.18233197,,30.86275578,37.43442248,21.31944796,11.07762219,34.82663002,39.18597908,24.65688057,16.03679629,16.39944629,9.597175646,30.28795604,28.46796859,20.73692485,13.32032133,30.07344726,24.62463188,34.22497635,50.5489985,,12.57338066,,,27.53357342,43.02127133,26.46267719,36.26062407,35.41531485,32.81393046,24.2062328,43.5710173,37.20434474,31.24747477,,21.541454,3,0,0,1,0,0,0,0,0
485,486,113.6532025,34.71848492,1.008377063,67.5574543,18.04549722,14.39704781,6.007950937,3.928438072,21.64019283,,,35.04358551,29.45875759,25.2295154,10.23702468,37.1183173,20.02658854,,31.19388027,36.81715848,21.86600513,10.65778393,35.51051234,40.3794941,25.23428249,17.26520132,16.79745862,10.0136767,28.95095224,30.59938164,21.32563051,13.7822066,30.29214497,25.53415742,34.53826511,52.01000604,,12.87696222,8.894342997,,26.77153491,43.25797977,26.91813145,36.8662332,36.26025931,33.2438797,24.68673553,43.89528786,37.83278994,30.65396319,22.62455364,21.78813019,3,0,0,1,0,0,0,0,0
486,487,113.6657777,34.7163181,1.24067485,73.46637121,17.06677501,9.466854909,8.486849895,4.174891676,21.65870069,,,33.34588089,28.56688118,26.05548212,9.760697275,34.93470467,18.94948766,,30.79663029,35.67433153,21.32111632,11.15000916,36.46113224,39.13163109,24.20673414,15.64258427,16.69300747,9.548623331,29.41264833,26.12488079,20.33500608,14.30585504,29.15277407,24.27164176,34.15534736,49.94122294,,12.85012912,,,27.12075558,41.85920756,26.3230496,35.74019599,34.84818833,32.31646425,23.97447896,42.29450588,36.47688141,30.3461888,21.39000702,21.54024379,3,0,0,1,0,0,0,0,0
487,488,113.6526195,34.70820088,0.898256796,62.77492444,11.82586043,24.35310771,6.713784739,5.067121042,21.66899302,,,33.96912065,28.92220801,25.50875645,,35.20823939,19.18233197,,30.86275578,37.43442248,21.31944796,11.07762219,34.82663002,39.18597908,24.65688057,16.03679629,16.39944629,9.597175646,30.28795604,28.46796859,20.73692485,13.32032133,30.07344726,24.62463188,34.22497635,50.5489985,,12.57338066,,,27.53357342,43.02127133,26.46267719,36.26062407,35.41531485,32.81393046,24.2062328,43.5710173,37.20434474,31.24747477,,21.541454,3,0,0,1,0,0,0,0,0
488,489,113.6580736,34.7134586,0.750473986,59.97511939,36.4433518,3.581528728,10.04351712,4.449169603,21.45875645,,,33.67868579,28.67440969,26.36031631,9.87620437,36.58000597,18.95522389,,30.59327823,35.96205687,21.26750622,10.74391816,35.81000538,38.70747453,24.77733484,15.96404271,16.3785244,9.609119464,28.32378201,27.2579817,20.67190157,13.37335925,29.54113064,24.33506869,33.79354994,50.23951446,,12.65138226,,,26.97165129,42.22308925,26.34889447,36.25625591,34.94100666,32.78926115,24.25263176,42.72650509,36.69800625,30.16670526,,21.62421979,3,0,0,1,0,0,0,0,0
489,490,113.6570884,34.71205782,0.79913069,56.60059936,30.2889002,13.11049889,6.494768775,4.607424801,21.43050936,,,33.7886322,28.76025259,26.32063179,9.920291574,36.43478902,18.9210062,,30.66686302,36.38373102,21.33125668,10.6285118,35.67671422,38.85295418,24.71861325,15.89061458,16.20425568,9.585192457,28.76294047,27.67128851,20.55214313,13.25805587,29.71760115,24.40560452,33.99907424,50.3845096,,12.61963139,,,27.04772891,42.32837221,26.48247462,36.2704999,34.93074582,32.8988112,24.24864894,43.02723723,36.82068952,30.47636774,,21.51684126,3,0,0,1,0,0,0,0,0
490,491,113.6611508,34.71698734,1.341333397,62.79664683,35.11107109,2.092282987,12.72834132,4.060525764,21.36985469,,,33.64924602,28.71912046,26.03484937,9.806232764,36.11938477,19.28862374,,30.67025661,35.67317167,21.25013103,11.22043908,36.10494396,38.93559521,24.60370984,16.15582913,16.89390535,9.601576127,28.58346673,26.40901307,20.48653393,13.93778332,29.25317093,24.1821063,33.65111627,50.18147976,,12.73675613,,,26.99211737,42.15138226,26.12613106,35.79538212,34.98246026,32.4830875,23.89949943,42.19273879,36.35365401,29.86535526,22.12231211,21.68961429,3,0,0,1,0,0,0,0,0
491,492,113.6561301,34.71217551,1.344987592,60.79476437,26.83995354,12.36528116,5.771395788,4.598848728,21.45485066,,,33.89288139,28.81137275,26.33506888,9.930651265,36.53430289,18.96037594,,30.73583038,36.3394928,21.36711361,10.59875536,35.64763069,38.9368844,24.68723743,15.84938438,16.17579161,9.600882721,28.7566748,27.83166232,20.57317105,13.27950592,29.79125652,24.46810797,34.01302429,50.53246695,,12.5946312,,,27.09063933,42.35112426,26.55000553,36.24585556,35.06132632,32.90050026,24.208019,43.12312965,36.95076568,30.52580325,,21.52300549,3,0,0,1,0,0,0,0,0
492,493,113.6690331,34.71454256,1.287059902,70.11762674,19.41976963,10.46260192,10.1428138,4.42115397,21.43419567,,,32.51013013,28.27554033,26.36009075,9.679929311,35.32123137,18.55822018,,30.67563057,35.41558368,21.07324084,,36.27075615,38.89758301,24.00396633,15.50497379,16.52886886,9.290256691,29.76491267,26.90874764,20.22763804,14.17591887,29.00025768,24.20198097,34.18863106,50.06752263,,12.87926455,,,26.89162071,41.72127522,26.29051305,35.45175571,34.75218273,31.93642037,23.59667316,42.54068865,36.44652733,30.30397973,,21.19146952,3,0,0,1,0,0,0,0,0
493,494,113.6531942,34.71170446,0.595221611,67.93029446,13.04815233,19.02155387,5.491750976,4.67482777,21.51239666,,,34.09440872,28.91749189,26.12095057,10.00999959,36.76564542,19.03642091,,30.84026057,36.65014054,21.2846896,10.62762451,35.64472203,39.11758562,24.58225479,15.80383225,16.12113171,9.620699709,29.10806076,28.18673726,20.62574896,13.25815516,29.80872404,24.49538288,34.13039882,50.7975424,,12.51311119,8.490020752,,27.212172,42.48230341,26.26835941,36.04799551,35.07696784,32.67380282,23.99063609,43.26478738,37.18863068,30.86029162,,21.47298739,3,0,0,1,0,0,0,0,0
